City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,tegal,-6.8694,109.1402,32.16,56,100,3.23,ID,1699505240
288,mozarlandia,-14.7447,-50.5706,24.57,67,5,1.77,BR,1699505271
289,kolwezi,-10.7148,25.4667,17.11,94,100,2.14,CD,1699505110
290,grand-bassam,5.2118,-3.7388,24.98,88,100,2.65,CI,1699505271
291,isiro,2.7739,27.616,20.63,91,99,1.16,CD,1699505271
292,luwuk,-0.9516,122.7875,30.4,70,39,3.14,ID,1699505271
293,coahuayana de hidalgo,18.7,-103.6583,25.28,89,22,1.13,MX,1699505272
294,la ronge,55.1001,-105.2842,0.14,93,100,3.09,CA,1699505272
295,sechura,-5.5569,-80.8222,19.63,80,50,6.08,PE,1699505272
296,shiwan,22.9969,113.0799,27.71,55,77,3.34,CN,1699505272
297,malango,-2.9627,119.9001,30.41,45,46,2.42,ID,1699505272
298,san antonio de pale,-1.4014,5.6325,25.71,77,69,3.36,GQ,1699505272
299,kasungu,-13.0333,33.4833,24.97,53,45,4.89,MW,1699505273
300,big spring,32.2504,-101.4787,19.57,47,56,8.75,US,1699505273
301,adam,22.3756,57.5233,25.74,57,0,1.04,OM,1699505273
302,kota bharu,6.1333,102.2386,26.97,89,20,1.03,MY,1699505273
303,pali,25.7667,73.3333,30.35,25,26,1.95,IN,1699505273
304,inongo,-1.95,18.2667,22.19,93,100,1.84,CD,1699505274
305,aksu,41.1231,80.2644,12.3,24,90,0.64,CN,1699505274
306,castlebar,53.85,-9.3,7.55,77,99,7.31,IE,1699505274
307,nuriootpa,-34.4833,139.0,31.32,16,0,6.75,AU,1699505274
308,bintulu,3.1667,113.0333,30.23,79,40,2.06,MY,1699505274
309,siyabuswa,-25.1132,29.0445,19.34,64,0,3.05,ZA,1699505274
310,yeppoon,-23.1333,150.7333,28.88,55,1,6.92,AU,1699505275
311,kerch,45.3583,36.4758,12.53,87,100,11.18,UA,1699505275
312,felege neway,6.3,36.8833,17.14,79,21,1.04,ET,1699505275
313,tazacorte,28.629,-17.9293,20.54,78,100,5.66,ES,1699505275
314,buka,40.8108,69.1986,13.78,57,75,3.91,UZ,1699505275
315,kuala belait,4.5833,114.1833,30.09,66,100,2.1,BN,1699505276
316,inarajan village,13.2736,144.7484,32.54,90,67,8.06,GU,1699505276
317,lospalos,-8.5186,127.0025,34.04,29,3,3.82,TL,1699505105
318,chonchi,-42.6128,-73.8092,7.56,98,76,0.92,CL,1699505276
319,kupang,-10.1667,123.5833,33.32,62,20,6.69,ID,1699505276
320,uliastay,47.7417,96.8444,-8.48,89,100,0.81,MN,1699505276
321,westport,41.1415,-73.3579,6.02,56,100,3.6,US,1699505108
322,naliya,23.2667,68.8333,29.55,42,42,2.14,IN,1699505277
323,fuglafjordur,62.244,-6.814,7.26,88,99,9.18,FO,1699505277
324,swakopmund,-22.6833,14.5333,13.47,89,5,0.89,NA,1699505277
325,msaken,35.7292,10.5808,18.7,59,20,2.06,TN,1699505277
326,nosy varika,-20.5833,48.5333,26.05,73,70,3.92,MG,1699505277
327,nemuro,43.3236,145.575,10.78,68,91,8.74,JP,1699505277
328,necochea,-38.5473,-58.7368,9.4,79,0,3.21,AR,1699505278
329,nova sintra,14.8667,-24.7167,22.8,66,94,5.44,CV,1699505278
330,kurumkan,54.3,110.3,-8.26,69,56,0.89,RU,1699505278
331,port saint john's,-31.6229,29.5448,18.93,82,100,3.23,ZA,1699505278
332,horta,38.5333,-28.6333,19.45,98,98,5.36,PT,1699505234
333,hithadhoo,-0.6,73.0833,27.61,79,73,6.06,MV,1699505278
334,quellon,-43.1167,-73.6167,6.63,87,65,2.04,CL,1699505279
335,la passe,45.5549,-0.8967,11.66,82,84,6.07,FR,1699505279
336,port augusta,-32.5,137.7667,32.98,20,0,5.8,AU,1699505170
337,suva,-18.1416,178.4415,25.71,78,75,5.14,FJ,1699505015
338,lata,40.1629,-8.3327,11.71,93,100,1.18,PT,1699505279
339,sydney,-33.8679,151.2073,21.3,81,80,0.89,AU,1699504867
340,santa rosa,14.3122,121.1114,33.99,74,100,5.22,PH,1699505279
341,talcahuano,-36.7167,-73.1167,11.82,87,0,3.09,CL,1699505116
342,salinas,36.6777,-121.6555,12.29,70,0,4.12,US,1699505269
343,praia da vitoria,38.7333,-27.0667,18.75,100,75,5.23,PT,1699505279
344,charters towers,-20.1,146.2667,32.65,29,36,8.05,AU,1699505280
345,kyaikkami,16.08,97.5675,29.17,72,88,0.73,MM,1699505280
346,kotovsk,47.7531,29.532,7.17,83,100,4.86,UA,1699505280
347,antsohihy,-14.8796,47.9875,29.61,58,31,0.47,MG,1699505280
348,hirara,24.8,125.2833,28.92,74,40,4.12,JP,1699505280
349,selfoss,63.9331,-20.9971,2.07,66,1,5.62,IS,1699505281
350,bata,1.8639,9.7658,25.35,88,96,1.84,GQ,1699505281
351,puerto colombia,10.9878,-74.9547,29.05,81,14,8.56,CO,1699505281
352,antequera,37.0194,-4.5612,11.63,52,100,1.71,ES,1699505281
353,mwinilunga,-11.7358,24.4293,18.08,89,100,1.17,ZM,1699505281
354,palmer,42.1584,-72.3287,3.47,61,100,0.0,US,1699504988
355,chivhu,-19.0211,30.8922,16.73,84,69,3.43,ZW,1699505282
356,hiratacho,35.4333,132.8167,23.98,43,20,4.12,JP,1699505282
357,novyy urengoy,66.0833,76.6333,-2.4,89,100,7.95,RU,1699505282
358,asau,46.4333,26.4,4.6,81,98,1.64,RO,1699505282
359,anori,-3.7728,-61.6442,24.27,87,63,1.04,BR,1699505283
360,plettenberg bay,-34.0527,23.3716,15.49,65,0,1.0,ZA,1699505283
361,kolobrzeg,54.1757,15.5834,7.86,82,100,8.2,PL,1699505134
362,arta,39.1606,20.9853,13.8,87,61,1.17,GR,1699505283
363,margaret river,-33.95,115.0667,16.49,53,99,6.38,AU,1699505257
364,luza,60.6308,47.2512,0.99,96,94,1.89,RU,1699505284
365,salinopolis,-0.6136,-47.3561,26.39,82,92,4.04,BR,1699505284
366,yuzhno-kurilsk,44.0306,145.8556,9.1,71,99,7.21,RU,1699505284
367,arraial do cabo,-22.9661,-42.0278,21.75,82,6,12.84,BR,1699505285
368,cidreira,-30.1811,-50.2056,19.58,92,90,3.83,BR,1699505285
369,moyale,3.5167,39.0584,20.53,82,41,1.43,KE,1699505285
370,mahina,-17.5065,-149.489,25.87,78,75,3.09,PF,1699505285
371,oyem,1.5995,11.5793,19.76,99,100,0.87,GA,1699505286
372,antalaha,-14.9003,50.2788,27.1,66,16,1.87,MG,1699505286
373,kerikeri,-35.2268,173.9474,15.05,65,59,1.95,NZ,1699505286
374,najran,17.4924,44.1277,17.36,36,95,2.17,SA,1699505286
375,holualoa,19.6228,-155.9522,24.91,87,40,3.09,US,1699505287
376,el alto,-4.2714,-81.2147,19.25,79,20,8.02,PE,1699505287
377,pea ridge,38.414,-82.3199,22.43,58,0,4.97,US,1699505287
378,harpanahalli,14.8,75.9833,27.44,62,86,4.43,IN,1699505288
379,tash-kumyr,41.3461,72.2171,9.91,86,100,2.35,KG,1699505288
380,inhambane,-23.865,35.3833,23.25,69,13,3.41,MZ,1699505288
381,palu,-0.8917,119.8707,30.55,73,76,1.9,ID,1699505288
382,harran,36.86,39.0314,18.05,34,58,1.6,TR,1699505288
383,fomboni,-12.28,43.7425,27.19,76,36,5.96,KM,1699505289
384,hasaki,35.7333,140.8333,20.22,53,22,2.12,JP,1699505289
385,boende,-0.2167,20.8667,22.28,99,100,1.3,CD,1699505289
386,sai buri,6.7013,101.6168,30.54,64,96,2.65,TH,1699505289
387,ostersund,63.1792,14.6357,0.9,100,100,4.63,SE,1699505290
388,penzance,50.1186,-5.5371,11.54,70,67,14.42,GB,1699505290
389,acarau,-2.8856,-40.12,26.42,78,39,8.18,BR,1699505290
390,karratha,-20.7377,116.8463,37.3,24,0,8.43,AU,1699505290
391,nuevo imperial,-13.0754,-76.3172,18.3,87,92,1.06,PE,1699505291
392,at taj,24.2049,23.2857,18.22,51,0,4.02,LY,1699505292
393,shingu,33.7333,135.9833,20.54,80,100,2.18,JP,1699505292
394,east london,-33.0153,27.9116,16.52,82,0,4.12,ZA,1699505111
395,portland,45.5234,-122.6762,7.67,93,0,1.54,US,1699504528
396,uddevalla,58.3478,11.9424,8.93,97,100,5.08,SE,1699505293
397,chyorny yar,48.0624,46.1091,9.96,61,100,7.03,RU,1699505293
398,kualakapuas,-3.0091,114.3876,37.32,31,99,0.86,ID,1699505293
399,sibolga,1.7427,98.7792,26.83,87,100,2.01,ID,1699505293
400,aykhal,66.0,111.5,-15.27,83,79,8.1,RU,1699505294
401,tual,-5.6667,132.75,27.49,76,22,2.29,ID,1699505294
402,ivdel',60.6911,60.4206,-1.56,89,100,2.51,RU,1699505294
403,kavieng,-2.5744,150.7967,29.1,77,99,7.16,PG,1699505294
404,kharabali,47.4196,47.2568,9.12,65,98,6.07,RU,1699505295
405,polyarnyy,69.1989,33.4478,-8.66,98,85,2.66,RU,1699505295
406,chibougamau,49.9168,-74.3659,-12.21,100,0,3.09,CA,1699505004
407,hitzacker,53.1525,11.0442,8.71,90,100,5.55,DE,1699505295
408,ancud,-41.8697,-73.8203,7.01,91,90,2.3,CL,1699505295
409,fortuna,40.5982,-124.1573,7.59,95,0,0.0,US,1699505266
410,bohain-en-vermandois,49.9873,3.453,10.48,92,100,3.3,FR,1699505295
411,tiruchengode,11.3833,77.9333,28.43,74,100,1.72,IN,1699505296
412,emporia,38.4039,-96.1817,13.11,44,0,5.14,US,1699505224
413,bull savanna,17.8868,-77.5902,24.64,85,61,2.15,JM,1699505296
414,mhangura,-16.8939,30.1683,22.34,64,43,3.16,ZW,1699505296
415,yangjiang,21.85,111.9667,26.95,78,72,5.61,CN,1699505296
416,okhotsk,59.3833,143.3,-13.9,81,2,5.95,RU,1699505297
417,amga,60.8953,131.9608,-19.28,91,80,0.86,RU,1699505297
418,kourou,5.1552,-52.6478,24.03,83,39,4.3,GF,1699505297
419,bouza,14.4229,6.0428,22.18,14,35,3.52,NE,1699505297
420,ploudalmezeau,48.5333,-4.65,11.14,87,75,4.63,FR,1699505262
421,middlebury (village),44.0153,-73.1673,-0.13,84,0,0.0,US,1699505298
422,guerrero negro,27.9769,-114.0611,19.01,67,64,4.79,MX,1699505298
423,dwarka,22.2394,68.9678,30.0,45,11,4.04,IN,1699505298
424,rio grande,-32.035,-52.0986,18.3,92,95,7.72,BR,1699505298
425,kristiansund,63.1115,7.732,6.03,60,75,4.63,NO,1699505299
426,plaquemine,30.2891,-91.2343,19.46,85,12,2.68,US,1699505299
427,bela,25.9333,81.9833,28.96,33,0,2.44,IN,1699505299
428,prado,-17.3411,-39.2208,21.28,79,0,1.38,BR,1699505172
429,hays,30.0502,-98.0336,22.59,87,97,3.13,US,1699505299
430,imperatriz,-5.5264,-47.4917,24.03,100,0,0.0,BR,1699505300
431,beyneu,45.3167,55.2,9.3,78,3,2.07,KZ,1699505300
432,sinabang,2.4803,96.3801,28.33,72,98,1.08,ID,1699505300
433,al qubbah,32.7616,22.2424,15.01,58,100,2.35,LY,1699505301
434,qui nhon,13.7667,109.2333,28.64,75,83,2.74,VN,1699505301
435,san pedro pochutla,15.7333,-96.4667,24.64,91,33,1.55,MX,1699505301
436,troitsko-pechorsk,62.7084,56.1964,2.61,98,100,3.58,RU,1699505301
437,hotan,37.0997,79.9269,13.18,14,21,1.4,CN,1699505189
438,perryville,37.7242,-89.8612,20.62,73,100,8.23,US,1699505302
439,kralendijk,12.15,-68.2667,28.99,84,44,6.17,BQ,1699505302
440,aqsay,51.1678,52.995,6.61,88,94,2.7,KZ,1699505302
441,nurlat,54.4277,50.8051,3.86,95,52,2.32,RU,1699505302
442,lupane,-18.9315,27.807,22.88,60,19,3.64,ZW,1699505303
443,independence,39.0911,-94.4155,13.94,52,0,5.66,US,1699505100
444,neiafu,-18.65,-173.9833,27.38,78,75,3.6,TO,1699505303
445,vadso,70.0744,29.7487,-1.91,64,75,1.54,NO,1699505303
446,tanjung pandan,-2.75,107.65,33.57,47,91,3.11,ID,1699505304
447,selkirk,50.1436,-96.8845,0.09,96,100,2.68,CA,1699505304
448,sihlea,45.5,27.1167,8.21,73,12,2.0,RO,1699505304
449,springfield,37.2153,-93.2982,14.74,75,20,6.69,US,1699505022
450,keflavik,64.0049,-22.5624,4.24,75,0,8.23,IS,1699505305
451,flying fish cove,-10.4217,105.6791,27.82,83,100,5.14,CX,1699505012
452,moshkovo,55.3053,83.6104,-2.82,89,88,2.86,RU,1699505305
453,sittwe,20.15,92.9,26.5,54,58,1.82,MM,1699505305
454,wau,7.7029,27.9953,23.72,86,99,1.38,SS,1699505305
455,demba,-5.51,22.2667,20.74,99,100,0.56,CD,1699505306
456,adana,36.985,35.2881,16.01,82,0,2.06,TR,1699505306
457,qamdo,31.1667,97.2333,1.17,34,56,0.73,CN,1699505306
458,sa'dah,16.9402,43.7639,16.52,42,72,3.8,YE,1699505306
459,mogocha,53.7333,119.7667,-8.28,55,100,4.02,RU,1699505307
460,bol,13.4586,14.7147,26.71,39,97,6.59,TD,1699505307
461,sodo,6.8642,37.7628,15.76,68,29,2.6,ET,1699505307
462,mbandaka,0.0487,18.2603,22.78,95,99,0.68,CD,1699505307
463,puloypuloy,6.6352,124.096,28.9,79,70,1.04,PH,1699505307
464,island harbour,50.724,-1.2758,10.0,88,100,2.24,GB,1699505308
465,nizhniy kuranakh,58.8353,125.4869,-19.18,90,100,0.98,RU,1699505308
466,cascais,38.6979,-9.4215,16.08,84,100,9.83,PT,1699505159
467,zaigrayevo,51.8336,108.2703,-6.8,55,73,5.05,RU,1699505308
468,ulladulla,-35.35,150.4667,18.96,89,95,5.7,AU,1699505309
469,mount gambier,-37.8333,140.7667,21.24,47,5,4.02,AU,1699505146
470,mbanza-ngungu,-5.25,14.8667,20.23,98,79,0.64,CD,1699505309
471,lianghu,29.9915,120.8985,23.58,50,100,1.77,CN,1699505309
472,vilyuchinsk,52.9306,158.4028,0.15,69,13,6.17,RU,1699505310
473,zabid,14.1951,43.3152,28.52,59,32,1.83,YE,1699505310
474,walvis bay,-22.9575,14.5053,13.53,94,100,4.12,NA,1699505310
475,pyhajarvi,67.0701,27.2176,-4.07,97,100,1.94,FI,1699505310
476,maqat,47.65,53.3167,9.66,74,27,2.52,KZ,1699505310
477,muisne,0.6,-80.0333,25.23,87,100,4.81,EC,1699505311
478,shar'ya,58.3686,45.5144,4.43,87,100,2.24,RU,1699505311
479,hadibu,12.65,54.0333,27.14,68,19,3.87,YE,1699505311
480,baddi,30.9578,76.7914,26.04,29,39,1.89,IN,1699505311
481,bijie,27.3125,105.2942,18.95,62,62,1.31,CN,1699505180
482,gretna,29.9147,-90.054,21.67,86,75,3.09,US,1699505312
483,nishinoomote,30.7333,131.0,22.31,83,75,2.06,JP,1699505312
484,rongelap,11.1635,166.8941,27.99,80,52,8.48,MH,1699505313
485,lufilufi,-13.8745,-171.5986,23.88,75,100,2.55,WS,1699505313
486,byron bay,-28.65,153.6167,25.95,60,38,5.11,AU,1699505313
487,cova figueira,14.8905,-24.2934,22.02,72,97,6.99,CV,1699505313
488,taungdwingyi,20.0167,95.55,29.83,65,20,1.65,MM,1699505313
489,aitape,-3.1374,142.3475,29.4,73,95,3.03,PG,1699505314
490,carauari,-4.8828,-66.8958,24.43,83,75,0.85,BR,1699505314
491,remire-montjoly,4.9167,-52.2667,24.02,94,0,0.0,GF,1699505314
492,glace bay,46.1969,-59.957,3.21,91,100,4.12,CA,1699505315
493,monte argentario,42.4345,11.1195,6.89,68,21,3.93,IT,1699505315
494,axim,4.8699,-2.2405,25.68,87,80,2.81,GH,1699505315
495,digri,25.1558,69.1113,30.71,38,33,1.7,PK,1699505315
496,porto novo,6.4965,2.6036,27.9,90,24,1.77,BJ,1699505316
497,aldan,58.6031,125.3894,-19.93,92,100,1.2,RU,1699505316
498,sosnovka,56.255,51.2842,5.41,91,95,0.92,RU,1699505316
499,viqueque,-8.8673,126.3658,33.25,46,2,4.4,TL,1699505317
500,saarijarvi,62.7049,25.254,0.09,99,100,0.31,FI,1699505317
501,vilyuysk,63.7553,121.6247,-16.11,92,93,2.68,RU,1699505317
502,tommot,58.9564,126.2925,-18.96,89,100,0.98,RU,1699505317
503,delijan,33.9905,50.6838,13.58,48,0,0.96,IR,1699505317
504,broome,42.2506,-75.833,4.23,70,100,5.66,US,1699505264
505,xai-xai,-25.0519,33.6442,22.74,68,3,3.06,MZ,1699505318
506,shahr-e babak,30.1165,55.1186,13.51,34,0,0.74,IR,1699505318
507,tynda,55.1667,124.7167,-12.33,78,100,2.95,RU,1699505318
508,smidovich,48.6,133.8167,-4.81,89,100,0.62,RU,1699505319
509,kharp,66.8014,65.8081,-2.8,100,100,1.19,RU,1699505319
510,beau vallon,-20.4189,57.6953,25.68,94,40,3.09,MU,1699505319
511,urucui,-7.2294,-44.5561,25.84,60,5,1.22,BR,1699505319
512,igrim,63.1906,64.4162,-1.24,91,99,3.07,RU,1699505320
513,springbok,-29.6643,17.8865,17.72,24,0,1.99,ZA,1699505320
514,conduaga,8.862,117.4893,30.12,68,83,1.55,PH,1699505320
515,happy valley-goose bay,53.3168,-60.3315,-1.83,80,100,7.2,CA,1699505320
516,longonjo,-12.9067,15.2533,18.86,88,100,1.2,AO,1699505320
517,onega,63.9061,38.1404,-3.87,96,89,1.61,RU,1699505321
518,shihezi,44.3,86.0333,6.95,29,74,1.12,CN,1699505321
519,saipan,15.1355,145.701,31.39,66,75,9.26,MP,1699505321
520,mont-dore,-22.2833,166.5833,25.99,60,13,7.69,NC,1699505321
521,cercado abajo,18.7268,-71.5174,20.59,91,9,0.59,DO,1699505321
522,kirensk,57.7853,108.1119,-9.23,74,92,2.31,RU,1699505279
523,santa ana,33.7456,-117.8678,22.86,20,0,6.69,US,1699505106
524,west yarmouth,41.6501,-70.2411,6.65,67,0,1.54,US,1699505322
525,warrenton,-28.114,24.8475,21.74,14,0,3.66,ZA,1699505322
526,smithers,54.7804,-127.1743,2.18,93,75,3.09,CA,1699505036
527,yanchep,-31.55,115.6833,26.68,60,90,6.53,AU,1699505322
528,la'ie,21.6477,-157.9253,27.98,73,61,4.02,US,1699505322
529,khenifra,32.9333,-5.6667,12.15,33,100,1.95,MA,1699505322
530,chudovo,59.1167,31.6833,7.25,97,98,1.41,RU,1699505323
531,dolores,-36.3132,-57.6792,8.66,70,32,2.17,AR,1699505323
532,agat village,13.3886,144.6585,32.52,78,40,9.26,GU,1699505323
533,akureyri,65.6835,-18.0878,3.96,65,100,4.12,IS,1699505323
534,qarauyl,48.9451,79.255,8.51,23,19,3.08,KZ,1699505323
535,waajid,3.8096,43.2463,25.52,74,100,2.61,SO,1699505324
536,howrah,22.5892,88.3103,28.0,61,1,0.0,IN,1699505324
537,igoumenitsa,39.5039,20.2656,11.81,81,22,2.29,GR,1699505324
538,ta`u,-14.2336,-169.5144,27.12,75,100,0.17,AS,1699505324
539,freetown,8.484,-13.2299,25.33,87,78,2.2,SL,1699505324
540,salalah,17.0151,54.0924,28.05,36,0,5.14,OM,1699505324
541,mossel bay,-34.1831,22.146,12.96,68,0,1.12,ZA,1699505325
542,jalai nur,49.45,117.7,-8.36,69,94,4.19,CN,1699505325
543,izazi,-7.2,35.7333,26.12,49,65,0.93,TZ,1699505325
544,i-n-salah,27.1935,2.4607,22.31,18,69,5.12,DZ,1699505325
545,morris,40.8334,-74.5329,5.6,70,91,0.45,US,1699505325
546,korsakov,46.6328,142.7813,7.91,87,100,7.97,RU,1699505326
547,acajutla,13.5928,-89.8275,26.09,85,38,2.21,SV,1699504822
548,fort bragg,35.139,-79.006,16.91,85,0,0.45,US,1699505326
549,keelung,25.1283,121.7419,30.94,71,82,6.29,TW,1699505326
550,khilok,51.3674,110.4676,-8.16,64,100,4.72,RU,1699505326
551,sandy,40.572,-111.8606,4.19,75,0,3.58,US,1699505326
552,basco,20.4487,121.9702,27.51,80,59,6.58,PH,1699505326
553,prince rupert,54.3161,-130.3201,10.83,76,100,12.86,CA,1699505094
554,krasnyy chikoy,50.3643,108.7512,-8.39,67,100,5.69,RU,1699505327
555,leh,34.1667,77.5833,1.77,56,80,1.26,IN,1699505327
556,tamanrasset,22.785,5.5228,15.95,16,0,4.12,DZ,1699505327
557,fraga,41.5229,0.3489,10.46,89,100,0.69,ES,1699505327
558,puerto baquerizo moreno,-0.9,-89.6,24.36,85,86,6.33,EC,1699505327
559,aswan,24.0934,32.907,24.61,69,0,5.14,EG,1699505328
560,radyvyliv,50.1299,25.2558,5.63,85,72,3.66,UA,1699505328
561,tabarka,36.9544,8.758,11.36,93,40,2.57,TN,1699505328
562,qusmuryn,52.4503,64.6311,4.9,97,100,2.32,KZ,1699505328
563,khash,28.2211,61.2158,16.54,50,0,3.71,IR,1699505328
564,vila velha,-20.3297,-40.2925,19.97,88,75,1.03,BR,1699505241
565,freeport,40.6576,-73.5832,7.98,65,20,2.57,US,1699505329
566,baganga,7.5739,126.56,30.06,68,34,3.35,PH,1699505329
567,galesong,-5.3166,119.3661,34.01,59,51,5.44,ID,1699505329
568,albufeira,37.0882,-8.2503,17.91,88,100,4.08,PT,1699505329
569,berdigestyakh,62.0989,126.6992,-16.4,93,100,2.42,RU,1699505329
570,hailey,43.5196,-114.3153,-1.08,93,0,3.09,US,1699505329
571,danville,36.586,-79.395,17.15,73,0,0.45,US,1699505082
572,lampang,18.3333,99.5,32.66,67,20,1.54,TH,1699505330
573,taksimo,56.3444,114.8794,-9.69,57,18,1.25,RU,1699505330
574,calvi,42.5,8.8333,6.35,66,0,3.09,FR,1699505330
575,blair,41.5444,-96.125,8.97,69,0,0.89,US,1699505330
576,arawa,-6.2132,155.5367,28.01,86,100,1.73,PG,1699505330
